0,randMin:0.35, 0.589, randMax:0.9, totalMax:1.4
1,randMin:0.35, 0.754, randMax:1.0, totalMax:1.64285714286
2,randMin:0.35, 0.688, randMax:0.9, totalMax:1.32857142857
3,randMin:0.2, 0.774, randMax:1.0, totalMax:1.5
4,randMin:0.6, 0.782, randMax:1.0, totalMax:1.5
5,randMin:0.6, 0.756, randMax:0.9, totalMax:1.32857142857
6,randMin:0.25, 0.764, randMax:0.95, totalMax:1.61666666667
7,randMin:0.6, 0.764, randMax:0.9, totalMax:1.68571428571
8,randMin:0.5, 0.786, randMax:0.95, totalMax:1.45
9,randMin:0.6, 0.796, randMax:0.95, totalMax:1.45
10,randMin:0.35, 0.751923076923, randMax:0.9, totalMax:1.18571428571
11,randMin:0.55, 0.796, randMax:1.0, totalMax:1.28571428571
12,randMin:0.55, 0.794230769231, randMax:0.95, totalMax:1.66428571429
13,randMin:0.65, 0.816, randMax:0.9, totalMax:1.18571428571
14,randMin:0.65, 0.808, randMax:1.0, totalMax:1.35714285714
15,randMin:0.65, 0.804, randMax:0.95, totalMax:1.73571428571
16,randMin:0.6, 0.784615384615, randMax:1.0, totalMax:1.35714285714
17,randMin:0.4, 0.766, randMax:1.0, totalMax:1.35714285714
18,randMin:0.35, 0.788461538462, randMax:1.0, totalMax:1.2
19,randMin:0.35, 0.748076923077, randMax:0.95, totalMax:1.16428571429
20,randMin:0.55, 0.804, randMax:1.0, totalMax:1.35714285714
21,randMin:0.6, 0.804, randMax:1.0, totalMax:1.57142857143
22,randMin:0.5, 0.788, randMax:0.95, totalMax:1.30714285714
23,randMin:0.6, 0.778, randMax:0.9, totalMax:1.4
24,randMin:0.65, 0.82, randMax:0.95, totalMax:1.59285714286
25,randMin:0.5, 0.77, randMax:0.95, totalMax:1.59285714286
